key,expected,actual,ok,source
table_1[autodock_mgltools_exh128_gnina].triple_pct,3.6,3.6,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].poses,9013,9013,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].valid_complexes,242,242,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].valid_poses,2198,2198,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].valid_pct,24.4,24.4,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].near_complexes,161,161,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].near_poses,2118,2118,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].near_pct,23.5,23.5,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].form_complexes,224,224,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].form_poses,4016,4016,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].form_pct,44.6,44.6,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].triple_complexes,92,92,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].triple_poses,869,869,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock].triple_pct,9.6,9.6,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].poses,8993,8993,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].valid_complexes,300,300,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].valid_poses,7597,7597,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].valid_pct,84.5,84.5,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].near_complexes,186,186,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].near_poses,2169,2169,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].near_pct,24.1,24.1,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].form_complexes,236,236,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].form_poses,3887,3887,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].form_pct,43.2,43.2,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].triple_complexes,148,148,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].triple_poses,1516,1516,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_smina].triple_pct,16.9,16.9,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].poses,8993,8993,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].valid_complexes,300,300,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].valid_poses,7831,7831,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].valid_pct,87.1,87.1,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].near_complexes,186,186,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].near_poses,2171,2171,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].near_pct,24.1,24.1,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].form_complexes,235,235,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].form_poses,3854,3854,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].form_pct,42.9,42.9,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].triple_complexes,149,149,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].triple_poses,1513,1513,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[diffdock_gnina].triple_pct,16.8,16.8,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].poses,9090,9090,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].valid_complexes,35,35,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].valid_poses,263,263,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].valid_pct,2.9,2.9,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].near_complexes,19,19,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].near_poses,103,103,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].near_pct,1.1,1.1,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].form_complexes,186,186,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].form_poses,2487,2487,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].form_pct,27.4,27.4,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].triple_complexes,2,2,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].triple_poses,21,21,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_raw].triple_pct,0.2,0.2,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].poses,9090,9090,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].valid_complexes,236,236,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].valid_poses,4664,4664,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].valid_pct,51.3,51.3,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].near_complexes,67,67,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].near_poses,465,465,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].near_pct,5.1,5.1,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].form_complexes,192,192,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].form_poses,2617,2617,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].form_pct,28.8,28.8,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].triple_complexes,50,50,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].triple_poses,253,253,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_smina].triple_pct,2.8,2.8,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].poses,9088,9088,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].valid_complexes,266,266,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].valid_poses,5633,5633,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].valid_pct,62.0,62.0,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].near_complexes,86,86,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].near_poses,515,515,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].near_pct,5.7,5.7,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].form_complexes,199,199,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].form_poses,2661,2661,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].form_pct,29.3,29.3,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].triple_complexes,57,57,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].triple_poses,289,289,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_unguided_gnina].triple_pct,3.2,3.2,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].poses,9090,9090,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].valid_complexes,13,13,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].valid_poses,27,27,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].valid_pct,0.3,0.3,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].near_complexes,0,0,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].near_poses,0,0,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].near_pct,0.0,0.0,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].form_complexes,179,179,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].form_poses,2441,2441,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].form_pct,26.9,26.9,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].triple_complexes,0,0,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].triple_poses,0,0,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_fpocket_raw].triple_pct,0.0,0.0,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].poses,8520,8520,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].valid_complexes,12,12,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].valid_poses,47,47,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].valid_pct,0.6,0.6,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].near_complexes,1,1,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].near_poses,2,2,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].near_pct,0.0,0.0,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].form_complexes,180,180,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].form_poses,2339,2339,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].form_pct,27.5,27.5,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].triple_complexes,0,0,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].triple_poses,0,0,True,"body_main_short.tex:261, tab:results-pose-production"
table_1[equibind_p2rank_raw].triple_pct,0.0,0.0,True,"body_main_short.tex:261, tab:results-pose-production"
table_2[AutoDock].rank1,149,149,True,"body_main_short.tex:336, tab:results-depth-recovery"
table_2[AutoDock].top15,213,213,True,"body_main_short.tex:336, tab:results-depth-recovery"
table_2[AutoDock].top30,214,214,True,"body_main_short.tex:336, tab:results-depth-recovery"
table_2[DiffDock].rank1,132,132,True,"body_main_short.tex:336, tab:results-depth-recovery"
table_2[DiffDock].top15,179,179,True,"body_main_short.tex:336, tab:results-depth-recovery"
table_2[DiffDock].top30,183,183,True,"body_main_short.tex:336, tab:results-depth-recovery"
table_2[EquiBind].rank1,57,57,True,"body_main_short.tex:336, tab:results-depth-recovery"
table_2[EquiBind].top15,83,83,True,"body_main_short.tex:336, tab:results-depth-recovery"
table_2[EquiBind].top30,83,83,True,"body_main_short.tex:336, tab:results-depth-recovery"
table_3[AutoDock reach].top1,"[78, 73, 82]","[78, 73, 82]",True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[AutoDock reach].top5,"[86, 81, 89]","[86, 81, 89]",True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[AutoDock reach].top10,"[88, 84, 91]","[88, 84, 91]",True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[AutoDock reach].top15,"[90, 86, 93]","[90, 86, 93]",True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[DiffDock reach].top1,"[73, 68, 78]","[73, 68, 78]",True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[DiffDock reach].top5,"[83, 78, 86]","[83, 78, 86]",True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[DiffDock reach].top10,"[85, 80, 88]","[85, 80, 88]",True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[DiffDock reach].top15,"[86, 82, 90]","[86, 82, 90]",True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[EquiBind reach].top1,"[46, 40, 51]","[46, 40, 51]",True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[EquiBind reach].top5,"[49, 43, 54]","[49, 43, 54]",True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[EquiBind reach].top10,"[50, 45, 56]","[50, 45, 56]",True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[EquiBind reach].top15,"[51, 46, 57]","[51, 46, 57]",True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[AutoDock+DiffDock phi].top1,0.24,0.24,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[AutoDock+DiffDock phi].top5,0.21,0.21,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[AutoDock+DiffDock phi].top10,0.21,0.21,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[AutoDock+DiffDock phi].top15,0.21,0.21,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[AutoDock+EquiBind phi].top1,0.19,0.19,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[AutoDock+EquiBind phi].top5,0.15,0.15,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[AutoDock+EquiBind phi].top10,0.15,0.15,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[AutoDock+EquiBind phi].top15,0.13,0.13,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[DiffDock+EquiBind phi].top1,0.21,0.21,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[DiffDock+EquiBind phi].top5,0.22,0.22,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[DiffDock+EquiBind phi].top10,0.22,0.22,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[DiffDock+EquiBind phi].top15,0.22,0.22,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[all three].top1,103/79,103/79,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[all three].top5,125/105,125/105,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[all three].top10,132/113,132/113,True,"body_main_short.tex, tab:results-cluster-recovery"
table_3[all three].top15,137/120,137/120,True,"body_main_short.tex, tab:results-cluster-recovery"
table_4[AutoDock.n].k1,298,298,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.n].k2,298,298,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.n].k3,299,299,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.n].k4,296,296,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.n].k5,299,299,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.precision].k1,0.727,0.7268,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.precision].k2,0.69,0.6899,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.precision].k3,0.64,0.6405,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.precision].k4,0.615,0.6145,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.precision].k5,0.555,0.555,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.recall].k1,0.741,0.7413,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.recall].k2,0.695,0.6945,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.recall].k3,0.633,0.6327,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.recall].k4,0.596,0.5958,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.recall].k5,0.532,0.5318,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.f1].k1,0.732,0.7319,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.f1].k2,0.689,0.6892,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.f1].k3,0.633,0.6333,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.f1].k4,0.601,0.6012,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[AutoDock.f1].k5,0.539,0.5392,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.n].k1,282,282,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.n].k2,267,267,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.n].k3,277,277,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.n].k4,270,270,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.n].k5,275,275,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.precision].k1,0.704,0.7039,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.precision].k2,0.682,0.6819,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.precision].k3,0.658,0.6579,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.precision].k4,0.645,0.645,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.precision].k5,0.65,0.6496,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.recall].k1,0.692,0.6924,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.recall].k2,0.667,0.6667,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.recall].k3,0.631,0.6313,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.recall].k4,0.617,0.6174,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.recall].k5,0.622,0.6223,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.f1].k1,0.694,0.694,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.f1].k2,0.67,0.6705,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.f1].k3,0.639,0.6393,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.f1].k4,0.626,0.6257,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[DiffDock.f1].k5,0.631,0.6315,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.n].k1,266,266,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.n].k2,256,256,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.n].k3,247,247,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.n].k4,245,245,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.n].k5,243,243,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.precision].k1,0.522,0.5224,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.precision].k2,0.518,0.5181,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.precision].k3,0.518,0.5178,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.precision].k4,0.508,0.5075,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.precision].k5,0.497,0.4969,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.recall].k1,0.486,0.486,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.recall].k2,0.475,0.475,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.recall].k3,0.475,0.4748,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.recall].k4,0.459,0.4585,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.recall].k5,0.444,0.4442,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.f1].k1,0.499,0.4985,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.f1].k2,0.491,0.4906,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.f1].k3,0.49,0.4897,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.f1].k4,0.476,0.4763,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_4[EquiBind.f1].k5,0.463,0.4631,True,"body_main_short.tex, tab:results-native-recovery-rank"
table_5[AutoDock].poses,120,120,True,"body_main_short.tex, tab:results-orai-yield"
table_5[AutoDock].pb_valid,120,120,True,"body_main_short.tex, tab:results-orai-yield"
table_5[AutoDock].pb_valid_pct,100.0,100.0,True,"body_main_short.tex, tab:results-orai-yield"
table_5[AutoDock].usable,65,65,True,"body_main_short.tex, tab:results-orai-yield"
table_5[AutoDock].usable_pct,54.2,54.2,True,"body_main_short.tex, tab:results-orai-yield"
table_5[DiffDock].poses,120,120,True,"body_main_short.tex, tab:results-orai-yield"
table_5[DiffDock].pb_valid,112,112,True,"body_main_short.tex, tab:results-orai-yield"
table_5[DiffDock].pb_valid_pct,93.3,93.3,True,"body_main_short.tex, tab:results-orai-yield"
table_5[DiffDock].usable,82,82,True,"body_main_short.tex, tab:results-orai-yield"
table_5[DiffDock].usable_pct,68.3,68.3,True,"body_main_short.tex, tab:results-orai-yield"
table_5[EquiBind].poses,120,120,True,"body_main_short.tex, tab:results-orai-yield"
table_5[EquiBind].pb_valid,107,107,True,"body_main_short.tex, tab:results-orai-yield"
table_5[EquiBind].pb_valid_pct,89.2,89.2,True,"body_main_short.tex, tab:results-orai-yield"
table_5[EquiBind].usable,1,1,True,"body_main_short.tex, tab:results-orai-yield"
table_5[EquiBind].usable_pct,0.8,0.8,True,"body_main_short.tex, tab:results-orai-yield"
table_6[autodock].cpu_core_s_per_near2,1233.3,1233.28,True,"body_main_short.tex, tab:results-cost-per-qualifying-pose"
table_6[autodock].gpu_s_per_near2,83.6,83.65,True,"body_main_short.tex, tab:results-cost-per-qualifying-pose"
table_6[autodock].poses_near2,442,442.0,True,"body_main_short.tex, tab:results-cost-per-qualifying-pose"
table_6[diffdock].cpu_core_s_per_near2,2.3,2.3,True,"body_main_short.tex, tab:results-cost-per-qualifying-pose"
table_6[diffdock].gpu_s_per_near2,39.1,39.1,True,"body_main_short.tex, tab:results-cost-per-qualifying-pose"
table_6[diffdock].poses_near2,2068,2068.0,True,"body_main_short.tex, tab:results-cost-per-qualifying-pose"
table_6[equibind].cpu_core_s_per_near2,159.4,159.45,True,"body_main_short.tex, tab:results-cost-per-qualifying-pose"
table_6[equibind].gpu_s_per_near2,1.4,1.35,True,"body_main_short.tex, tab:results-cost-per-qualifying-pose"
table_6[equibind].poses_near2,483,483.0,True,"body_main_short.tex, tab:results-cost-per-qualifying-pose"
table_6[autodock].complexes,214,214,True,"body_main_short.tex, tab:results-cost-per-qualifying-pose"
table_6[diffdock].complexes,183,183,True,"body_main_short.tex, tab:results-cost-per-qualifying-pose"
table_6[equibind].complexes,83,83,True,"body_main_short.tex, tab:results-cost-per-qualifying-pose"
table_8[autodock_mgltools_exh18].d1,92,92,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh18].d5,127,127,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh18].d15,138,138,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh18].d30,143,143,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools].d1,109,109,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools].d5,147,147,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools].d15,161,161,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools].d30,170,170,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh64].d1,123,123,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh64].d5,162,162,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh64].d15,190,190,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh64].d30,201,201,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
table_8[autodock_mgltools_exh92].d1,123,123,True,"body_appendix_short.tex, tab:appendix-exhaustiveness-ladder"
